review_id,primary_segment,Asin,Brand,Nation,Rating,pain_dimension,pain_tag,matched_keywords,Content
14326,儿童/课堂使用群,B071DHGPBP,posca,US,5,性价比,负面-价格昂贵,pricey,Bought these for my daughter and she loves them. They are alittle pricey but worth it. I would buy again.
14392,多表面diy/定制群,B071DHGPBP,posca,US,5,性价比,负面-价格昂贵,pricey,"I use Posca pens for painting rocks.  They go on nice, they coat well and dry quickly.  They are pricey but worth it."
14406,多表面diy/定制群,B071DHGPBP,posca,US,4,性价比,负面-价格昂贵,expensive,"I have been looking at Posca Paint Markers for a long time and finally purchased the 21 Extra Fine (1mm) and the 29 Medium (5mm) Tip sets. I use them on Polymer Clay pieces. The variety of colors is a real plus. The paint does adhere to the clay very well. The outer part of the marker is made of a sturdy plastic material, which feels very solid and is comfortable to hold. The one thing I wasn’t expecting was the need to go over the colored areas several times to get a solid, opaque covering. Once I baked the clay with the colors on the surface, the colors remained vivid and bright coming out of the oven. I did use UV resin to seal the colors and protect them. There are so many things I can use these paint markers for to embellish the pieces I make. The Markers are easy to get started and use. I am very pleased with them and will continue to have fun using them on my polymer clay pieces- they’re great!! The one thing that prevented me from buying these markers in the past is the price. I really do think they are too expensive and the price needs to be reduced. Hence the 4 Stars. Yes, I finally did get an opaque finish but it took multiple applications (4-5 coats) to get there. If it took just one or two coats, I wouldn’t be so concerned about the cost."
14444,儿童/课堂使用群,B071DHGPBP,posca,US,5,笔头耐用性,负面-寿命不匹配,dried up,"Can't go wrong with Posca. I bought quite a few that me and my kids use. Which they made an even finer tip, but these are wonderful. A year into using Poscas not one has dried up. That there is worth the investment."
14468,儿童/课堂使用群,B071DHGPBP,posca,US,5,性价比,负面-价格昂贵,pricey,Bought for my daughter.  I was pleasantly surprised to discover this is actually paint in marker form. It makes beautiful strokes and the colors are vivid. I find this pricey but my daughter loves it!
14649,纸面手账/装饰书写群,B07BBWPKW3,TOOLI-ART,US,1,性价比,负面-价格昂贵,expensive,"Wow, what a let down!  I expected true micro fine tips, but these are like a Sharpie medium marker tip!  I wanted for outlining and lettering only, but these are more for filling in larger spaces!  Their bigger tips must be huge!!!  They also spit and sputter leaving tiny dots all over your art, which means I have to toss an expensive rock each time!  I use Santorini rocks to paint on, and I don't paint or prime the background because I love the stone itself so much!  So when s paint pen spits  you can't get it all cleaned up nice.  You shouldn't have this issue to begin with.<br>Also I thought my arm was going to fall off by the time the pens started flowing and I had paint!  My arm hurt for days from priming!  And lastly, some of them the paint flows out more heavily than others, not even or anything you can depend on.  Lastly, a couple of the pens the paint came out around the outside of the tips too, glowing freely and making a royal mess!<br><br>Sorry but for any experienced artist that puts out quality work, stick with the Posca pens!  I'm done trying these cheaper brands, and will only use Posca from now on!<br><br>I wouldn't even recommend for beginners.  They will get too discouraged when these pens mess up their work!  They try do hard and certainly don't need to use low quality mediums!<br><br>Happy painting to all you wonderful artists!!!"
14693,纸面手账/装饰书写群,B07BBWPKW3,TOOLI-ART,US,5,笔头表现,负面-细节控制差,too thick,These pens are great! I tried Dyan Reaveley pens and  they don’t really work. Then I got some Posca paint pens. They work well but the tips are too thick and they dry with a chalk finish. These pens have a smooth finish when dry and the colors are great. The tips are very fine but can fill in larger areas too. I do art journaling and you can draw very small shapes and faces with these. I highly recommend them!
14693,纸面手账/装饰书写群,B07BBWPKW3,TOOLI-ART,US,5,笔身与易用性,负面-握持不适,too thick,These pens are great! I tried Dyan Reaveley pens and  they don’t really work. Then I got some Posca paint pens. They work well but the tips are too thick and they dry with a chalk finish. These pens have a smooth finish when dry and the colors are great. The tips are very fine but can fill in larger areas too. I do art journaling and you can draw very small shapes and faces with these. I highly recommend them!
14714,多表面diy/定制群,B07BBWPKW3,TOOLI-ART,US,5,色彩饱和度与混合,负面-遮盖力差/透明,watery,These pens go on super smooth and don’t bleed on the rocks that I paint. They are really easy to use and are not watery. Would highly recommend them!
14729,多表面diy/定制群,B07BBWPKW3,TOOLI-ART,US,5,流畅性,负面-出墨过多/漏墨,splatter,"Love these paint pens!  Use them for rock painting, the color holds well and they are fine line, great for writing and drawing.  The paint does not splatter or run.  Very happy with quality."
14752,精细绘画/插画创作群,B07BBWPKW3,TOOLI-ART,US,5,笔头表现,负面-笔头磨损分叉,clogged,"Paint pens have come a long way over recent years, and there is a lot more out there than there used to be.  I've tried many.  These ones are the absolute best so far.  Tooli really sets you up for success.  The pens are well made and easy to use, but they also include detailed instructions for use, care, and troubleshooting, as well as extra ""just in case"" nibs.  I am a full time working artist and I've used these hard so far, following all instructions.  They have been absolutely perfect.  The couple of times I tried to use and the tip seemed clogged, I just pull the nib out and submerge it in water, rubbing at it a bit to clean it.  Pop it back in the pen and scribble a bit to get the water out and the ink running through it again, and works perfectly again.  I like these so well, i've purchased 2 more sets.  I wouldn't mind eventually owning them all!"
14779,多表面diy/定制群,B07BBWPKW3,TOOLI-ART,US,5,流畅性,负面-出墨过多/漏墨,leaked,"These are so much easier to use on fine detail painting than struggling with brushes.  And they work great on painting on rocks.  Only have used half of the colors so far.  Had one defective pen.  The tip came apart from the pen shaft when the pen cap was removed and paint leaked out.  Hopefully none of the others do that.  Overall though, happy with my purchase."
14798,精细绘画/插画创作群,B07BBWPKW3,TOOLI-ART,US,5,流畅性,负面-出墨过多/漏墨,blotchy,"Guys these pens are amazing! I'm an artist who hates to paint. I know that's a contradiction, but it's true. I love to draw though! I was struggling to get some paintings finished (I got bored with them) when I thought I'd try paint pens - a combination of painting and drawing, right? With crossed fingers I bought these after doing some research. I already had a couple of random paint pens from 'the other guys' I'd used to sketch with and lay down outlines, but they weren't amazing and they were hard to use. However when I tried the Tooli pens I was really impressed! First of all the tips (I got all Xtra Fine) are very nice, firm, pointy, can get good detail. Very responsive. Love that they send extras! The ink flows smoothly and isn't blotchy or blobby at all (at least not yet, we will see after I use them for a while.) But what really blew me away was the colors. The black is REALLY BLACK! The 'other guys' black is about the same level as the Tooli dark gray! I mean this is super India Ink color black, really beautiful. Other colors are vivid and stay wet just long enough that you can bring in another color and blend quite well. Note that if you puddle two different colors together they will instantly combine, kind of like water colors. Be prepared for that quick bleed. I recommend these to artists who want to doodle on canvas; works great!!"
14798,精细绘画/插画创作群,B07BBWPKW3,TOOLI-ART,US,5,绘画表现,负面-涂色不均,blotchy,"Guys these pens are amazing! I'm an artist who hates to paint. I know that's a contradiction, but it's true. I love to draw though! I was struggling to get some paintings finished (I got bored with them) when I thought I'd try paint pens - a combination of painting and drawing, right? With crossed fingers I bought these after doing some research. I already had a couple of random paint pens from 'the other guys' I'd used to sketch with and lay down outlines, but they weren't amazing and they were hard to use. However when I tried the Tooli pens I was really impressed! First of all the tips (I got all Xtra Fine) are very nice, firm, pointy, can get good detail. Very responsive. Love that they send extras! The ink flows smoothly and isn't blotchy or blobby at all (at least not yet, we will see after I use them for a while.) But what really blew me away was the colors. The black is REALLY BLACK! The 'other guys' black is about the same level as the Tooli dark gray! I mean this is super India Ink color black, really beautiful. Other colors are vivid and stay wet just long enough that you can bring in another color and blend quite well. Note that if you puddle two different colors together they will instantly combine, kind of like water colors. Be prepared for that quick bleed. I recommend these to artists who want to doodle on canvas; works great!!"
14798,精细绘画/插画创作群,B07BBWPKW3,TOOLI-ART,US,5,教育与启发,负面-有学习门槛,hard to use,"Guys these pens are amazing! I'm an artist who hates to paint. I know that's a contradiction, but it's true. I love to draw though! I was struggling to get some paintings finished (I got bored with them) when I thought I'd try paint pens - a combination of painting and drawing, right? With crossed fingers I bought these after doing some research. I already had a couple of random paint pens from 'the other guys' I'd used to sketch with and lay down outlines, but they weren't amazing and they were hard to use. However when I tried the Tooli pens I was really impressed! First of all the tips (I got all Xtra Fine) are very nice, firm, pointy, can get good detail. Very responsive. Love that they send extras! The ink flows smoothly and isn't blotchy or blobby at all (at least not yet, we will see after I use them for a while.) But what really blew me away was the colors. The black is REALLY BLACK! The 'other guys' black is about the same level as the Tooli dark gray! I mean this is super India Ink color black, really beautiful. Other colors are vivid and stay wet just long enough that you can bring in another color and blend quite well. Note that if you puddle two different colors together they will instantly combine, kind of like water colors. Be prepared for that quick bleed. I recommend these to artists who want to doodle on canvas; works great!!"
14805,多表面diy/定制群,B07BBWPKW3,TOOLI-ART,US,5,流畅性,负面-干涩/刮纸/断墨,skipping,"I have been using Pocsa pens. Someone in our local rock painting group #frederickrocks suggested these.  They are cheaper than Posca and I feel like they are better quality. I hope one day they offer a larger size .7mm is nice for outlines but I'd love to see a 1.5-3.0mm sizing.  But these are great.  Less than $1 a pen.  No skipping,  no pooling, no ruined projects."
14882,多表面diy/定制群,B07BBWPKW3,TOOLI-ART,US,1,笔头耐用性,负面-寿命不匹配,dried up,"Just got them and tried to use... half the pens paint never came out... I followed the directions on the box and still nothing.. tried several times.. almost as if the paint dried up inside. :( also the colors are so vibrant in the picture yet all the rocks we did, when it dried, the color was so faint you could barely see. Very disappointed."
14910,多表面diy/定制群,B07BBWPKW3,TOOLI-ART,US,5,笔头耐用性,负面-寿命不匹配,dried out,"Smooth bright ink and a quality superfine tip. Completely odorless. Caps secure tightly with a nice “click” so you won’t end up with dried out pens.I bought these for painting metal garden markers. I’m not a great artist, but I’m very pleased with the outcome.28 colors PLUS two each of white and black. The white is very nice to use, and a good bright white. Dries really fast too. Each marker is individually wrapped in plastic, and comes in a sturdy box. Love the size of the pens too! Nice for detail work. I just tapped tip on a paper towel if I pressed too hard and got too much. Very easy to clean. Didn’t smear at all when I put on the clear coat to seal it.Really happy with this purchase."
14981,儿童/课堂使用群,B07BBWPKW3,TOOLI-ART,US,1,笔头表现,负面-笔头磨损分叉,clogged,Do not buy.. whatever is going on with the nibs on the markers causes them to work for about a minute..I had One Job to do for school.. write 5 words each on a tiny canvas for 22 students. Barely made it thru.. plenty of ink..just nibs got clogged.. worthless...
15001,多表面diy/定制群,B07BBWPKW3,TOOLI-ART,US,2,笔头表现,负面-笔头磨损分叉,clogged,I have had problems with these from the start. They splatter on my rocks. They get clogged. The paint oozes out of the sides. The company has tried several times to help me with this and I have done absolutely everything they have said to do to get them working properly but they still don’t work correctly. Now I have all of their sets of paint pens but don’t even want to use them anymore. I clean them the way the my day to do. I changed out the nibs the way they said to do. I’ve burned them in the beginning the way they said to do. I have followed every bit of instruction out there for these and I still can’t get them to work correctly. I wasted so much money on these and all I want to do is throw them away. I wish I could get my money back so I could just find some different paint pens to use. So disappointed.
15001,多表面diy/定制群,B07BBWPKW3,TOOLI-ART,US,2,流畅性,负面-出墨过多/漏墨,splatter,I have had problems with these from the start. They splatter on my rocks. They get clogged. The paint oozes out of the sides. The company has tried several times to help me with this and I have done absolutely everything they have said to do to get them working properly but they still don’t work correctly. Now I have all of their sets of paint pens but don’t even want to use them anymore. I clean them the way the my day to do. I changed out the nibs the way they said to do. I’ve burned them in the beginning the way they said to do. I have followed every bit of instruction out there for these and I still can’t get them to work correctly. I wasted so much money on these and all I want to do is throw them away. I wish I could get my money back so I could just find some different paint pens to use. So disappointed.
15012,多表面diy/定制群,B07BBWPKW3,TOOLI-ART,US,5,笔头耐用性,负面-寿命不匹配,dried up,"I love these! I most often use them on plexi glass drawing pictures and writing quotes then framing them, I seal them with a clear gloss paint and they do not run. It actually took me awhile to figure out how to remove the paint without scratching the glass, I found that magic erasers work best! I have also used them on wood surfaces and they were just as fabulous.... they really do have continuous flow, I suggest cleaning the tip after each use. But if it seems like they are dried up roll the tip on a piece of paper while still in the marker and it will get the dried stuff out of there and they will work again. They are very opaque colors and dry with a lovely shine, also a very good color range!"
15041,多表面diy/定制群,B07BBWPKW3,TOOLI-ART,US,5,性价比,负面-价格昂贵,pricey,"Less pricey than other markers, yet provide excellent color and coverage! Love these bright and beautiful markers on my rock paintings. They are also forgiving of mistakes and errors. I will continue to buy this brand of markers in fine, medium, and wide tips because the quality is wonderful without the ridiculous cost seen in the other markers.<br>Thank you!"
15064,填色/大面积上色群,B07BBWPKW3,TOOLI-ART,US,5,流畅性,负面-出墨过多/漏墨,bleed through,"Well... Okay, your mileage may vary, but these don't bleed through the paper in the coloring book I'm working on right now! The extra fine tip helps get into those really small nooks and crannies."
15089,多表面diy/定制群,B07BBWPKW3,TOOLI-ART,US,4,流畅性,负面-出墨过多/漏墨,splatter,They are easy to use.  I use them for rock painting.  Seems to have a lot of splatter compared to the Posca paint pens.  Some of the lighter colors seem really thin and don't cover as well.  They do not seem to need as much shaking as the Posca s.  Overall for the price not bad.
15093,多表面diy/定制群,B07BBWPKW3,TOOLI-ART,US,5,流畅性,负面-出墨过多/漏墨,splatter,"I loooovvvveee these pens!! They work great on rocks.  No splatter,  great assortment of colors."
15104,精细绘画/插画创作群,B07BBWPKW3,TOOLI-ART,US,5,流畅性,负面-出墨过多/漏墨,bleed through,"These markers are of a really good quality. They dot bleed through, colors are nice,the thickness is perfect for small details. They dry quickly."
15111,多表面diy/定制群,B07BBWPKW3,TOOLI-ART,US,1,色彩饱和度与混合,负面-遮盖力差/透明,watery,"So I bought these pens in hopes of being able to use them on plastic but I tried them out on paper to see about 1) blending them,  2) using a color over another color such as white over another color. Well the results were disappointing.  The white is not opaque at all especially over another color such as a light blue or purple.  Then trying purple over red,  it came out looking like I painted over crayon. That watery spoltchy look.  Not what I want or need.  In the picture you can barely see the white over the purple in a small area.  Save yourself and buy another brand cause these ain't it."
15111,多表面diy/定制群,B07BBWPKW3,TOOLI-ART,US,1,绘画表现,负面-过于透明/覆盖力差,not opaque,"So I bought these pens in hopes of being able to use them on plastic but I tried them out on paper to see about 1) blending them,  2) using a color over another color such as white over another color. Well the results were disappointing.  The white is not opaque at all especially over another color such as a light blue or purple.  Then trying purple over red,  it came out looking like I painted over crayon. That watery spoltchy look.  Not what I want or need.  In the picture you can barely see the white over the purple in a small area.  Save yourself and buy another brand cause these ain't it."
15134,多表面diy/定制群,B07BBWPKW3,TOOLI-ART,US,2,流畅性,负面-出墨过多/漏墨,splatter,"I love how affordable these are and the range of colors. The actual pigment of the paint is wonderful... once you mix them THROUGHLY. That's about where the pros end for me.<br><br>**I use these for rock painting so I can't speak to how they behave on canvas/paper. But results are probably similar**<br><br>You really do have to shake these up A LOT to get the true color and when you finally get it flowing you have to constantly stop what you are doing and pump the tip get it to flow again... the tip just dries too fast. Speaking of the tip... it's plastic (which is probably why the paint dries on it so quickly). And if you have to layer colors, no matter how careful you are or how dry the paint is, the tip scratches up the first layer. They also spit/splatter while using... even on my smoothest santorini stones...ruining your art in many cases. And some colors take much longer to dry than others and compared to other brands.<br><br>If they could improve the pen tip on these I could deal with the rest and they would likely become my favorite paint pen. As is, they really don't get used much. Sucks cuz I've spent a small fortune on all the different paint pen sets TooliArt offers."
15151,多表面diy/定制群,B07BBWPKW3,TOOLI-ART,US,5,笔头表现,负面-笔头磨损分叉,clogged,Definitely would recommend these for anyone interested in rock painting. Makes it soooo much easier and looks great! Paint can get clogged but just follow instructions on box and it get cleared out.
15155,多表面diy/定制群,B07BBWPKW3,TOOLI-ART,US,1,笔头耐用性,负面-寿命不匹配,dried out,"I have only opened 8 of these so far. Three were dried out completely. The ball won’t shake in the middle to mix the paint and I can’t get paint to come down to the tip at all. One had blown up inside it’s wrapper and I didn’t even try to open it. I was SUPER excited for all the new colors, especially the TAN because there are so few skin colored pens for painting rocks. I’m really bummed about them. Not sure if I want to replace them and take a chance or just return them and try another brand."
15214,多表面diy/定制群,B07BBWPKW3,TOOLI-ART,US,5,笔头耐用性,负面-寿命不匹配,dried out,"I completely recommend these pens 100%! I ordered them for my daughter to have a new medium to great with. At first I was hesitant for the price for a little kid but the quality was amazing! If I was buying for an adult, I wouldn’t think twice about the price.But these are incredible. Terrific color pay off. They are simple to use if you follow the instructions. They haven’t dried out at all.So far we have used them on wood, stone and cardboard with great results."
15238,填色/大面积上色群,B07BBWPKW3,TOOLI-ART,US,5,流畅性,负面-出墨过多/漏墨,bleed through,amazing markers for coloring books and doesn’t bleed through
15249,精细绘画/插画创作群,B07BBWPKW3,TOOLI-ART,US,4,墨水特性,负面-消耗快,run out of paint,these are great for small details on painted rocks but to cover larger areas you will run out of paint.  They are quite expensive so I only use them for fine detail and stick to paint and paint brushes for larger areas when painting rocks.  sometimes the paint comes out too quickly and other times you have to shake the pen quite a bit to get the paint flowing.  I still recommend them for fine detailed work.
15249,精细绘画/插画创作群,B07BBWPKW3,TOOLI-ART,US,4,性价比,负面-价格昂贵,expensive,these are great for small details on painted rocks but to cover larger areas you will run out of paint.  They are quite expensive so I only use them for fine detail and stick to paint and paint brushes for larger areas when painting rocks.  sometimes the paint comes out too quickly and other times you have to shake the pen quite a bit to get the paint flowing.  I still recommend them for fine detailed work.
15276,精细绘画/插画创作群,B07BBWPKW3,TOOLI-ART,US,2,色彩饱和度与混合,负面-遮盖力差/透明,streaky,"I love to color and I bought these acrylic paint markers to add fine detail to my work. I saw them talked about on TikTok and decided to give them a try. The assortment in colors is nice, but only after having them for a month they are all dried out. I'm not sure if I received a bad batch or what. They are extremely difficult to shake up, and are a pain to get the color down from the tube and into the brush.<br><br>I am not sure if I was supposed to store these markers horizontally and not vertically? But storing them horizontally is not always practical for me. I'm thinking maybe by storing them vertically, this allowed for the paint to gather in the bottom of the pen and harden which resulted in them drying out.<br><br>When they did work, they had a really nice color and performed well. They allowed for fine detail when I colored. After shaking the pen for what seemed like 5 minutes (and the paint finally got flowing), it didn't write streaky and was well-pigmented. However, I don't think I will be buying these again."
15276,精细绘画/插画创作群,B07BBWPKW3,TOOLI-ART,US,2,笔头耐用性,负面-寿命不匹配,dried out,"I love to color and I bought these acrylic paint markers to add fine detail to my work. I saw them talked about on TikTok and decided to give them a try. The assortment in colors is nice, but only after having them for a month they are all dried out. I'm not sure if I received a bad batch or what. They are extremely difficult to shake up, and are a pain to get the color down from the tube and into the brush.<br><br>I am not sure if I was supposed to store these markers horizontally and not vertically? But storing them horizontally is not always practical for me. I'm thinking maybe by storing them vertically, this allowed for the paint to gather in the bottom of the pen and harden which resulted in them drying out.<br><br>When they did work, they had a really nice color and performed well. They allowed for fine detail when I colored. After shaking the pen for what seemed like 5 minutes (and the paint finally got flowing), it didn't write streaky and was well-pigmented. However, I don't think I will be buying these again."
15276,精细绘画/插画创作群,B07BBWPKW3,TOOLI-ART,US,2,绘画表现,负面-涂色不均,streak | streaky,"I love to color and I bought these acrylic paint markers to add fine detail to my work. I saw them talked about on TikTok and decided to give them a try. The assortment in colors is nice, but only after having them for a month they are all dried out. I'm not sure if I received a bad batch or what. They are extremely difficult to shake up, and are a pain to get the color down from the tube and into the brush.<br><br>I am not sure if I was supposed to store these markers horizontally and not vertically? But storing them horizontally is not always practical for me. I'm thinking maybe by storing them vertically, this allowed for the paint to gather in the bottom of the pen and harden which resulted in them drying out.<br><br>When they did work, they had a really nice color and performed well. They allowed for fine detail when I colored. After shaking the pen for what seemed like 5 minutes (and the paint finally got flowing), it didn't write streaky and was well-pigmented. However, I don't think I will be buying these again."
15276,精细绘画/插画创作群,B07BBWPKW3,TOOLI-ART,US,2,表面/介质表现,负面-在石头上表现差,streaky,"I love to color and I bought these acrylic paint markers to add fine detail to my work. I saw them talked about on TikTok and decided to give them a try. The assortment in colors is nice, but only after having them for a month they are all dried out. I'm not sure if I received a bad batch or what. They are extremely difficult to shake up, and are a pain to get the color down from the tube and into the brush.<br><br>I am not sure if I was supposed to store these markers horizontally and not vertically? But storing them horizontally is not always practical for me. I'm thinking maybe by storing them vertically, this allowed for the paint to gather in the bottom of the pen and harden which resulted in them drying out.<br><br>When they did work, they had a really nice color and performed well. They allowed for fine detail when I colored. After shaking the pen for what seemed like 5 minutes (and the paint finally got flowing), it didn't write streaky and was well-pigmented. However, I don't think I will be buying these again."
15297,多表面diy/定制群,B07BBWPKW3,TOOLI-ART,US,5,笔身与易用性,负面-材质/做工差,break,"I realize I'm starting to sound like an ad for this company, but I really do like these pens. Amazon doesn't like it when I quote other name brands, but suffice to say, I've tried A LOT of them. This brand of pen writes smoothly on a variety of surfaces. I mostly use it on beach rocks, scrawling outlines or filling in entire surfaces with color. Do not press down hard the way you would with a pen! I've never had a problem with pooling or the tip breaking on these, and I sure have with other brands. The paint also does not run when sprayed with sealer, which is a huge plus to me."
15311,多表面diy/定制群,B07BBWPKW3,TOOLI-ART,US,5,笔身与易用性,负面-材质/做工差,break,"Definitely follow the instructions on the package for best results.<br>You'll have to shake em up well and prime the markers a few times if you use them after a couple days break.<br>But lots of colors, great fine tip, great quality from what I can tell.<br><br>Use acrylic sealant if you want the paint to be durable on ceramics"
15354,多表面diy/定制群,B07BBWPKW3,TOOLI-ART,US,5,笔头表现,负面-细节控制差,too thick,"I really thought I was buying an inferior paint pen to share with the kids but the Tooli-Art pens have replaced my Posca in the studio much to my surprise. Others have mentioned splatter.  I find that is not a problem with the Tooli-Art unless you are painting on a rough rock and then any pen will splatter some. I love the points are not too thick and allow me to paint small areas as well as large.  The Tooli-Art pens mix very well and come out more opaque than the other brand I was using.  I find the Tooli pens to be more dependable when I'm near the end of my work and really don't want to mess up with a blob of paint coming out like what has happened with the other brand I used.  I have an order of a large group of rocks now that need to be done quickly and I'm taking no chances on any other brand.  I will soon be teaching a class with paint pens and I'm seriously thinking about using the Tooli-Art pens. I haven't yet tried them on anything other than rocks but will be testing them on glassware as I have had a request.  I will write another review after I try them on various other surfaces.  Update:  I did try a simple design on a mug and placed it in a cold oven, turned it on to 375 and left it for 45 mins., I then turned off the oven and left the mug in until the oven cooled and it turned out great.  I included a photo of the quickly done cat outline on a mug (this was just a test). Two of us ran our fingernail over the left hip of this line drawing and it did not scratch off!"
15354,多表面diy/定制群,B07BBWPKW3,TOOLI-ART,US,5,流畅性,负面-出墨过多/漏墨,splatter,"I really thought I was buying an inferior paint pen to share with the kids but the Tooli-Art pens have replaced my Posca in the studio much to my surprise. Others have mentioned splatter.  I find that is not a problem with the Tooli-Art unless you are painting on a rough rock and then any pen will splatter some. I love the points are not too thick and allow me to paint small areas as well as large.  The Tooli-Art pens mix very well and come out more opaque than the other brand I was using.  I find the Tooli pens to be more dependable when I'm near the end of my work and really don't want to mess up with a blob of paint coming out like what has happened with the other brand I used.  I have an order of a large group of rocks now that need to be done quickly and I'm taking no chances on any other brand.  I will soon be teaching a class with paint pens and I'm seriously thinking about using the Tooli-Art pens. I haven't yet tried them on anything other than rocks but will be testing them on glassware as I have had a request.  I will write another review after I try them on various other surfaces.  Update:  I did try a simple design on a mug and placed it in a cold oven, turned it on to 375 and left it for 45 mins., I then turned off the oven and left the mug in until the oven cooled and it turned out great.  I included a photo of the quickly done cat outline on a mug (this was just a test). Two of us ran our fingernail over the left hip of this line drawing and it did not scratch off!"
15354,多表面diy/定制群,B07BBWPKW3,TOOLI-ART,US,5,笔身与易用性,负面-握持不适,too thick,"I really thought I was buying an inferior paint pen to share with the kids but the Tooli-Art pens have replaced my Posca in the studio much to my surprise. Others have mentioned splatter.  I find that is not a problem with the Tooli-Art unless you are painting on a rough rock and then any pen will splatter some. I love the points are not too thick and allow me to paint small areas as well as large.  The Tooli-Art pens mix very well and come out more opaque than the other brand I was using.  I find the Tooli pens to be more dependable when I'm near the end of my work and really don't want to mess up with a blob of paint coming out like what has happened with the other brand I used.  I have an order of a large group of rocks now that need to be done quickly and I'm taking no chances on any other brand.  I will soon be teaching a class with paint pens and I'm seriously thinking about using the Tooli-Art pens. I haven't yet tried them on anything other than rocks but will be testing them on glassware as I have had a request.  I will write another review after I try them on various other surfaces.  Update:  I did try a simple design on a mug and placed it in a cold oven, turned it on to 375 and left it for 45 mins., I then turned off the oven and left the mug in until the oven cooled and it turned out great.  I included a photo of the quickly done cat outline on a mug (this was just a test). Two of us ran our fingernail over the left hip of this line drawing and it did not scratch off!"
15366,儿童/课堂使用群,B07BBWPKW3,TOOLI-ART,US,4,性价比,负面-价格昂贵,expensive,"Got these for my kids for Christmas so they would stop stealing my expensive poscas. Overall we are happy with them. However, no matter how long we shake them, the two pink markers are coming out very transparent.  No problems with the others yet."
15370,多表面diy/定制群,B07BBWPKW3,TOOLI-ART,US,3,色彩饱和度与混合,负面-遮盖力差/透明,watery,"These are so fun. I bought them for a painting I'm working on, but thought I'd test them on some rock paintings first. Most of them look great however a few colors are more watery and don't give a good solid color. Unfortunately, both white pens are like this and completely useless to me."
15411,多表面diy/定制群,B07BBWPKW3,TOOLI-ART,US,5,性价比,负面-价格昂贵,expensive,Love these pens! I use then on rock art they are better than the more expensive brands!
15414,多表面diy/定制群,B07BBWPKW3,TOOLI-ART,US,5,色彩饱和度与混合,负面-暗淡/褪色,dull,"I've been using these to create signs for beers on tap at my bar for about 8 months or so and they are probably the best quality acrylic pens I've had my hands on.<br><br>They seem to last quite a long time and they're extremely versatile. I use them primarily on smooth wood that is coated with black chalkboard paint but I have also used them on cardboard, paper, canvas, and plastic. Have never had any issues with chipping after drying (I do not use sealant). Signs stay pretty dry, so I can't speak to how the acrylic handles an accidental splash of liquid.<br><br>The fine detail nibs are incredible and aren't easily ruined or dulled. Distribution of paint is consistent, though when it gets low you may find yourself pressing the tip more often. Nibs are easily replaceable and washable if you hit a clog (proper storage is necessary).<br><br>The colors in the E+ pack are perfect for what I need as a sign artist and you really can't beat the price for what you get. 5/5 stars by far."
15425,填色/大面积上色群,B07BBWPKW3,TOOLI-ART,US,5,流畅性,负面-漆感差/稀薄/起泡,too thin,"Really love these pens! The colors are vibrant and beautiful, and they're easy to use. I would only recommend these for detail work or scripture as the tip is plastic and too thin for filling in large spaces. One of my black pens was broken on arrival, however these are individually wrapped in plastic so there was no mess and I had an extra one so I wasn't too upset about it. Overall really great item, would definitely buy again."
15425,填色/大面积上色群,B07BBWPKW3,TOOLI-ART,US,5,笔身与易用性,负面-握持不适,too thin,"Really love these pens! The colors are vibrant and beautiful, and they're easy to use. I would only recommend these for detail work or scripture as the tip is plastic and too thin for filling in large spaces. One of my black pens was broken on arrival, however these are individually wrapped in plastic so there was no mess and I had an extra one so I wasn't too upset about it. Overall really great item, would definitely buy again."
15437,多表面diy/定制群,B07BBWPKW3,TOOLI-ART,US,5,笔头表现,负面-笔头磨损分叉,frayed,I like to paint rocks with my son and hide them for others to find.  I bought another brand of markers and the tip frayed after just a few uses and they are now useless.  We both enjoy how easily the color flows and how vibrant they are.
15437,多表面diy/定制群,B07BBWPKW3,TOOLI-ART,US,5,笔头耐用性,负面-磨损/分叉,fray,I like to paint rocks with my son and hide them for others to find.  I bought another brand of markers and the tip frayed after just a few uses and they are now useless.  We both enjoy how easily the color flows and how vibrant they are.
15535,多表面diy/定制群,B07BBWPKW3,TOOLI-ART,US,1,笔头耐用性,负面-寿命不匹配,dried out,"I bought this set of pens and a set of the medium tip pens for rock painting and because of the reviews. After using these for a week I have to say I wish I hadn’t. I’m not a fan at all. They are a waste of money. Over half of them leak, one is dried out with a few more on their way (Takes a lot of priming to get the paint started every time I use them and the caps are on tight ).  The colors aren’t anywhere close to what’s depicted in the pictures.  I know monitors are different. But they are muted colors. The bright (hot) pink is actually just pink, not a pastel like the other one though. I was disappointed as I was wanting a bright/hot pink.  They say these are opaque and dry quickly which I have found out this is not true.  I’ve had to wait minutes for the paint to dry and apply several coats for complete coverage. I’m going to be returning these.  Definitely not worth the time, money and hassle."
