review_id,Asin,Brand,Nation,Rating,Content,primary_segment,segment_core_hits,segment_aux_hits,segment_total_hits,segment_score,segment_score_gap,segment_confidence,segment_core_evidence,segment_aux_evidence,出墨方式,Price Level,ATTR__绘画主题__人物,ATTR__绘画主题__植物/自然,ATTR__绘画主题__装饰物/器物,ATTR__绘画主题__动物,ATTR_TOP__绘画主题,ATTR_TOP_SCORE__绘画主题,ATTR_TOP_HINT__绘画主题,ATTR_TOP_MATCHED__绘画主题,ATTR_TOP_MATCHED_HINT__绘画主题,ATTR_TOP_DISPLAY__绘画主题,ATTR_MENTIONED__绘画主题,ATTR__绘画场景__课堂/学习,ATTR__绘画场景__家庭/个人,ATTR__绘画场景__户外/社区装饰,ATTR__绘画场景__工作室/商业制作,ATTR_TOP__绘画场景,ATTR_TOP_SCORE__绘画场景,ATTR_TOP_HINT__绘画场景,ATTR_TOP_MATCHED__绘画场景,ATTR_TOP_MATCHED_HINT__绘画场景,ATTR_TOP_DISPLAY__绘画场景,ATTR_MENTIONED__绘画场景,ATTR__购买动机__入门学习,ATTR__购买动机__提升技能,ATTR__购买动机__专业产出,ATTR__购买动机__兴趣爱好,ATTR__购买动机__礼品需求,ATTR__购买动机__品牌信任,ATTR__购买动机__社交/媒体种草,ATTR__购买动机__便携性需求,ATTR__购买动机__多功能需求,ATTR__购买动机__压力缓解/情绪调节,ATTR_TOP__购买动机,ATTR_TOP_SCORE__购买动机,ATTR_TOP_HINT__购买动机,ATTR_TOP_MATCHED__购买动机,ATTR_TOP_MATCHED_HINT__购买动机,ATTR_TOP_DISPLAY__购买动机,ATTR_MENTIONED__购买动机,ATTR__使用对象__儿童,ATTR__使用对象__青少年/学生,ATTR__使用对象__成人,ATTR__使用对象__老年人,ATTR_TOP__使用对象,ATTR_TOP_SCORE__使用对象,ATTR_TOP_HINT__使用对象,ATTR_TOP_MATCHED__使用对象,ATTR_TOP_MATCHED_HINT__使用对象,ATTR_TOP_DISPLAY__使用对象,ATTR_MENTIONED__使用对象,ATTR__介质偏好__纸张/卡纸,ATTR__介质偏好__深色纸,ATTR__介质偏好__木材,ATTR__介质偏好__石头/岩石,ATTR__介质偏好__玻璃,ATTR__介质偏好__陶瓷,ATTR__介质偏好__画布,ATTR__介质偏好__布料,ATTR__介质偏好__鞋类/皮革,ATTR__介质偏好__塑料,ATTR__介质偏好__金属,ATTR__介质偏好__树脂/黏土,ATTR__介质偏好__黑板/光滑特殊表面,ATTR_TOP__介质偏好,ATTR_TOP_SCORE__介质偏好,ATTR_TOP_HINT__介质偏好,ATTR_TOP_MATCHED__介质偏好,ATTR_TOP_MATCHED_HINT__介质偏好,ATTR_TOP_DISPLAY__介质偏好,ATTR_MENTIONED__介质偏好,ATTR__产品期望__颜色表现,ATTR__产品期望__覆盖显色,ATTR__产品期望__流畅出墨,ATTR__产品期望__耐用寿命,ATTR__产品期望__安全/气味,ATTR__产品期望__包装/收纳,ATTR__产品期望__便携性,ATTR__产品期望__性价比,ATTR__产品期望__多功能性,ATTR__产品期望__效率/快干,ATTR_TOP__产品期望,ATTR_TOP_SCORE__产品期望,ATTR_TOP_HINT__产品期望,ATTR_TOP_MATCHED__产品期望,ATTR_TOP_MATCHED_HINT__产品期望,ATTR_TOP_DISPLAY__产品期望,ATTR_MENTIONED__产品期望,NEG__颜色种类,POS__颜色种类,NEG__色彩一致性,POS__色彩一致性,NEG__色彩饱和度与混合,POS__色彩饱和度与混合,NEG__色系评价,POS__色系评价,NEG__笔头表现,POS__笔头表现,NEG__笔头耐用性,POS__笔头耐用性,NEG__流畅性,POS__流畅性,NEG__墨水特性,POS__墨水特性,NEG__笔身与易用性,POS__笔身与易用性,NEG__绘画表现,POS__绘画表现,NEG__场景表现,POS__场景表现,NEG__表面/介质表现,POS__表面/介质表现,NEG__外观与包装,POS__外观与包装,NEG__多样性与适配性,POS__多样性与适配性,NEG__教育与启发,POS__教育与启发,NEG__特殊用途,POS__特殊用途,NEG__性价比,POS__性价比,NEG__配套与服务(色卡),POS__配套与服务(色卡),NEG__购买与服务体验,POS__购买与服务体验,NEG__容量,POS__容量
3788,B001ANVDMU,posca,US,5,"Everything about the paint pens is amazing, well on rocks.  That is what I bought them for.  Everyone kept saying how great they were and they would make all the difference and they did.  I bought three different sizes.  Yes, I have the cheaper ones and I would only recommend them for your kids that you don’t mind wasting money on.  If you want a solid product, buy, use and you will not be disappointed.",多表面diy/定制群,2,1,3,7,6,high,on rocks | on rock,rocks,阀门式,(1.67-2.12),0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,1,0,0,0,儿童,1,"kid, kids, child, children",kids,kids,"儿童（kid, kids, child, children）",1,0,0,0,1,0,0,0,0,0,0,0,0,0,石头/岩石,3,"on rock, on rocks, rock painting, painting rocks",on rock | on rocks | rocks,"on rock, on rocks, rocks","石头/岩石（on rock, on rocks, rock painting, painting rocks）",1,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3793,B001ANVDMU,posca,US,5,Great markers for rock painting...going to order the fine point!,多表面diy/定制群,1,1,2,4,4,high,rock painting,rock,阀门式,(1.67-2.12),0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,1,0,0,0,0,0,0,0,0,0,石头/岩石,2,"on rock, on rocks, rock painting, painting rocks",rock painting | rock,"rock painting, rock","石头/岩石（on rock, on rocks, rock painting, painting rocks）",1,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3794,B001ANVDMU,posca,US,4,"Bright colors, the paint dries quickly, and colors layer together beautifully. My one disappointment was how easily the markers seem to ""eat"" some papers. I tried using them with my regular sketchbook, kraft paper, black paper, and other cardstocks and passing over an area more than once, the nibs scratched away the fibers of the paper. Same thing happened on wood. Very annoying, as the bits of paper stuck to the nibs and had to be picked off with tweezers. It did fine on bristol paper, cardboard, primed canvas, and glossy surfaces. Overall, I would definitely buy these again (and I plan to!) because they're bright, have great coverage, and are incredibly versatile.",多表面diy/定制群,1,1,2,4,4,high,on wood,wood,阀门式,(1.67-2.12),0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,1,0,多功能需求,1,"multi purpose, all in one, works for everything, works on multiple surfaces",versatile,versatile,"多功能需求（multi purpose, all in one, works for everything, works on multiple surfaces）",1,0,0,0,0,未提及,0,,,,未提及,0,1,1,1,0,0,0,1,0,0,0,0,0,0,木材,2,"on wood, wood, on wooden, wood crafts",on wood | wood,"on wood, wood","木材（on wood, wood, on wooden, wood crafts）",1,1,1,0,0,0,0,0,0,1,0,多功能性,1,"works on multiple surfaces, multi purpose, all in one, use it for everything",versatile,versatile,"多功能性（works on multiple surfaces, multi purpose, all in one, use it for everything）",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3803,B001ANVDMU,posca,US,5,My teenage son loves to draw especially Anime characters and he is always looking for colors that make his drawings “pop” off the page. These are the ones and very comparable to more expensive ones sold at Michael’s stores or any other art supply places! Grab these you or the person in your life that loves to draw will not be disappointed!!!,精细绘画/插画创作群,0,1,1,1,1,low,,anime,阀门式,(1.67-2.12),1,0,0,0,人物,3,"portrait, portraits, character, characters",characters | anime | anime characters,"characters, anime, anime characters","人物（portrait, portraits, character, characters）",1,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,1,0,0,青少年/学生,1,"teen, teenager, adolescent, high school",teenage son,teenage son,"青少年/学生（teen, teenager, adolescent, high school）",1,0,0,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3816,B001ANVDMU,posca,US,5,"I bought this after seeing lots of recommendations for it in various arts and crafts communities. I am very happy to have it as part of my supplies. The markers draw over other types of media well so can be used as a way to erase mistakes. The colors are strong. These are good for drawing, I would not use them for painting large areas since in that context they leave streaks (and there are more economical options for that).",多表面diy/定制群,1,1,2,4,0,high,arts and crafts,crafts,阀门式,(1.67-2.12),0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3819,B001ANVDMU,posca,US,5,The coverage that these markers provide when working on rocks is great - I do need to now get some Posca finer point markers!! Love them!!,多表面diy/定制群,2,1,3,7,7,high,on rocks | on rock,rocks,阀门式,(1.67-2.12),0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,1,0,0,0,0,品牌信任,1,"trusted brand, good reputation, well known brand, always reliable",posca,posca,"品牌信任（trusted brand, good reputation, well known brand, always reliable）",1,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,1,0,0,0,0,0,0,0,0,0,石头/岩石,3,"on rock, on rocks, rock painting, painting rocks",on rock | on rocks | rocks,"on rock, on rocks, rocks","石头/岩石（on rock, on rocks, rock painting, painting rocks）",1,0,1,0,0,0,0,0,0,0,0,覆盖显色,1,"opaque, opaque coverage, covers well, one coat",coverage,coverage,"覆盖显色（opaque, opaque coverage, covers well, one coat）",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3825,B001ANVDMU,posca,US,2,"The colors were great and the pens wrote well. However, the paint rubbed easily off my daughter's plastic cup and none of the directions were in English.",多表面diy/定制群,0,1,1,1,1,low,,plastic,阀门式,(1.67-2.12),0,0,0,0,未提及,0,,,,未提及,0,0,1,0,0,家庭/个人,1,"for my kids, my kids, for fun, home project",my daughter,my daughter,"家庭/个人（for my kids, my kids, for fun, home project）",1,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,1,0,0,0,塑料,1,"on plastic, plastic, plastic models, plastic ornaments",plastic,plastic,"塑料（on plastic, plastic, plastic models, plastic ornaments）",1,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3832,B001ANVDMU,posca,US,1,I used these on ceramic coffee cups. The design turned out great. I baked them at 400 for 30 minutes. I let them warm up and cool down with the oven and the paint is chipping off. I am so disappointed. I don't know if there is a non-toxic finishing spray that seals it or what. I have been calling around and can't seem to find what I am looking for.,多表面diy/定制群,1,1,2,4,3,high,on ceramic,ceramic,阀门式,(1.67-2.12),0,0,1,0,装饰物/器物,1,"still life, object drawing, ornaments, ornament",cups,cups,"装饰物/器物（still life, object drawing, ornaments, ornament）",1,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,1,0,0,0,0,0,0,0,陶瓷,2,"on ceramic, ceramic, porcelain, mug",on ceramic | ceramic,"on ceramic, ceramic","陶瓷（on ceramic, ceramic, porcelain, mug）",1,0,0,0,0,1,0,0,0,0,0,安全/气味,1,"non toxic, safe for children, odorless, no smell",non toxic,non toxic,"安全/气味（non toxic, safe for children, odorless, no smell）",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3844,B001ANVDMU,posca,US,5,Great for painting rocks,多表面diy/定制群,0,1,1,1,1,low,,rocks,阀门式,(1.67-2.12),0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,1,0,0,0,0,0,0,0,0,0,石头/岩石,2,"on rock, on rocks, rock painting, painting rocks",painting rocks | rocks,"painting rocks, rocks","石头/岩石（on rock, on rocks, rock painting, painting rocks）",1,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3848,B001ANVDMU,posca,US,5,Love to paint rocks,多表面diy/定制群,0,1,1,1,1,low,,rocks,阀门式,(1.67-2.12),0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,1,0,0,0,0,0,0,0,0,0,石头/岩石,2,"on rock, on rocks, rock painting, painting rocks",paint rocks | rocks,"paint rocks, rocks","石头/岩石（on rock, on rocks, rock painting, painting rocks）",1,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3865,B001ANVDMU,posca,US,5,These are great for painting rocks!!,多表面diy/定制群,0,1,1,1,1,low,,rocks,阀门式,(1.67-2.12),0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,1,0,0,0,0,0,0,0,0,0,石头/岩石,2,"on rock, on rocks, rock painting, painting rocks",painting rocks | rocks,"painting rocks, rocks","石头/岩石（on rock, on rocks, rock painting, painting rocks）",1,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3868,B001ANVDMU,posca,US,5,"Exactly how ppl rate them. There is difficulty with the nib size, easily countered by drawing bigger",精细绘画/插画创作群,0,1,1,1,1,low,,drawing,阀门式,(1.67-2.12),0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3870,B001ANVDMU,posca,US,5,I used these for Rock painting and they were great.  They made crisp colorful designs on a an uneven surface.,多表面diy/定制群,1,1,2,4,4,high,rock painting,rock,阀门式,(1.67-2.12),0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,1,0,0,0,0,0,0,0,0,0,石头/岩石,2,"on rock, on rocks, rock painting, painting rocks",rock painting | rock,"rock painting, rock","石头/岩石（on rock, on rocks, rock painting, painting rocks）",1,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3881,B001ANVDMU,posca,US,5,"This is really cool product for decorating all kind of staff. However, on glass and metal scratch off very eassly",多表面diy/定制群,1,2,3,5,5,high,on glass,glass | metal,阀门式,(1.67-2.12),0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,1,0,0,0,0,0,1,0,0,玻璃,2,"on glass, glass, glass art, wine glass",on glass | glass,"on glass, glass","玻璃（on glass, glass, glass art, wine glass）",1,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3882,B001ANVDMU,posca,US,5,"Got 'em for my son, and he absolutely loves them",儿童/课堂使用群,1,0,1,3,3,high,for my son,,阀门式,(1.67-2.12),0,0,0,0,未提及,0,,,,未提及,0,0,1,0,0,家庭/个人,1,"for my kids, my kids, for fun, home project",my son,my son,"家庭/个人（for my kids, my kids, for fun, home project）",1,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,1,0,0,0,儿童,1,"kid, kids, child, children",for my son,for my son,"儿童（kid, kids, child, children）",1,0,0,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3885,B001ANVDMU,posca,US,4,"When I got these POSCA Paint Pens I was so happy because I really wanted them for a long time. I got another set which was bigger so I was excited cause I got more colours. I opened the package to find two separate set’s and a gold and silver which was separate. I was very Disappointed in the seller.When I finally returned the package I found another smaller set on Amazon which I had seen before. I decided to get this one! When I got the package, I opened it to find all the colours were there, except a Darker Yellow that I saw on the product picture, and a colour that looked like Ivory in the product picture which was missing. Instead of a darker yellow I got a Bright Orange which the labeling said it was a Bright Yellow. And instead of a Ivory that I saw in picture, and in the description said it was a peach, I got a Peach/Beige(looked more like a beige to me). Overall I would have given it a five if the seller could label the colours in the Product Picture and Description properly.",纸面手账/装饰书写群,0,1,1,1,1,low,,labeling,阀门式,(1.67-2.12),0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,1,0,0,0,0,品牌信任,1,"trusted brand, good reputation, well known brand, always reliable",posca,posca,"品牌信任（trusted brand, good reputation, well known brand, always reliable）",1,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3892,B001ANVDMU,posca,US,5,The children are very happy with the paints The projects are very colourful,儿童/课堂使用群,0,1,1,1,1,low,,children,阀门式,(1.67-2.12),0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,1,0,0,0,儿童,1,"kid, kids, child, children",children,children,"儿童（kid, kids, child, children）",1,0,0,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3909,B001ANVDMU,posca,US,5,Got these for my daughter and they are great. I'm not the artist myself but I've tried them while crafting with her and I happen to like them too. Only gripe is the gray was a dud that seemed to have arrived with the paint dried up.,儿童/课堂使用群,1,0,1,3,0,high,for my daughter,,阀门式,(1.67-2.12),0,0,0,0,未提及,0,,,,未提及,0,0,1,0,0,家庭/个人,2,"for my kids, my kids, for fun, home project",my daughter | myself,"my daughter, myself","家庭/个人（for my kids, my kids, for fun, home project）",1,0,0,0,1,0,0,0,0,0,0,兴趣爱好,1,"for my hobby, for fun, spark creativity, express myself",crafting,crafting,"兴趣爱好（for my hobby, for fun, spark creativity, express myself）",1,1,0,1,0,成人,2,"adult coloring, for my hobby, for fun, journaling",crafting | artist,"crafting, artist","成人（adult coloring, for my hobby, for fun, journaling）",1,0,0,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3911,B001ANVDMU,posca,US,5,Got these markers for Christmas for my son. These markers are wonderful my son lives them.,儿童/课堂使用群,1,0,1,3,3,high,for my son,,阀门式,(1.67-2.12),0,0,0,0,未提及,0,,,,未提及,0,0,1,0,0,家庭/个人,1,"for my kids, my kids, for fun, home project",my son,my son,"家庭/个人（for my kids, my kids, for fun, home project）",1,0,0,0,0,1,0,0,0,0,0,礼品需求,1,"as a gift, for a present, gift for someone, birthday gift",for christmas,for christmas,"礼品需求（as a gift, for a present, gift for someone, birthday gift）",1,1,0,0,0,儿童,1,"kid, kids, child, children",for my son,for my son,"儿童（kid, kids, child, children）",1,0,0,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3912,B001ANVDMU,posca,US,5,Painting on rocks,多表面diy/定制群,2,1,3,7,7,high,on rocks | on rock,rocks,阀门式,(1.67-2.12),0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,1,0,0,0,0,0,0,0,0,0,石头/岩石,3,"on rock, on rocks, rock painting, painting rocks",on rock | on rocks | rocks,"on rock, on rocks, rocks","石头/岩石（on rock, on rocks, rock painting, painting rocks）",1,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3914,B001ANVDMU,posca,US,5,"I'm no professional artist, just someone who likes to doodle for relaxation. My goal with these markers was to use them on a large canvas board for an ambitious zentangle project. So far, so good!!",设计工作/专业工作群,0,1,1,1,1,low,,professional,阀门式,(1.67-2.12),0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,1,压力缓解/情绪调节,1,"stress relief, for relaxation, to relax, calming",for relaxation,for relaxation,"压力缓解/情绪调节（stress relief, for relaxation, to relax, calming）",1,0,0,1,0,成人,1,"adult coloring, for my hobby, for fun, journaling",artist,artist,"成人（adult coloring, for my hobby, for fun, journaling）",1,0,0,0,0,0,0,1,0,0,0,0,0,0,画布,2,"on canvas, canvas, canvas board, stretched canvas",canvas | canvas board,"canvas, canvas board","画布（on canvas, canvas, canvas board, stretched canvas）",1,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3919,B001ANVDMU,posca,US,5,Bought them to paint rocks and be able to seal without paint bleeding. So far so good...just ordered the fine point.,多表面diy/定制群,0,1,1,1,1,low,,rocks,阀门式,(1.67-2.12),0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,1,0,0,0,0,0,0,0,0,0,石头/岩石,2,"on rock, on rocks, rock painting, painting rocks",paint rocks | rocks,"paint rocks, rocks","石头/岩石（on rock, on rocks, rock painting, painting rocks）",1,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3921,B001ANVDMU,posca,US,5,This paint pens are wonderful and help with color blocking large areas faster. I honestly can't say that I have any complaints just make sure that the paper or material you are working on isn't too thin.,填色/大面积上色群,0,1,1,1,1,low,,large areas,阀门式,(1.67-2.12),0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,1,0,0,0,0,0,0,0,0,0,0,0,0,纸张/卡纸,1,"on paper, paper, marker paper, bristol",paper,paper,"纸张/卡纸（on paper, paper, marker paper, bristol）",1,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3932,B001ANVDMU,posca,US,5,I got them on sale and these pens are awesome! I love these pens for painting rocks!,多表面diy/定制群,0,1,1,1,1,low,,rocks,阀门式,(1.67-2.12),0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,1,0,0,0,0,0,0,0,0,0,石头/岩石,2,"on rock, on rocks, rock painting, painting rocks",painting rocks | rocks,"painting rocks, rocks","石头/岩石（on rock, on rocks, rock painting, painting rocks）",1,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3935,B001ANVDMU,posca,US,5,I bought these for my grandson who saw a demonstration of them on a YouTube video.  I'm so pleased that he wants to do art projects and not sit in front of a television all day.  This was worth the price; which I feel is rather expensive.  He loves them and they seem to last a reasonable length of time.,精细绘画/插画创作群,1,0,1,3,3,high,art project,,阀门式,(1.67-2.12),0,0,0,0,未提及,0,,,,未提及,0,0,1,0,0,家庭/个人,1,"for my kids, my kids, for fun, home project",grandson,grandson,"家庭/个人（for my kids, my kids, for fun, home project）",1,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,1,0,0,0,儿童,2,"kid, kids, child, children",grandson | for my grandson,"grandson, for my grandson","儿童（kid, kids, child, children）",1,0,0,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
